true_A (Shape),est_A (Shape),true_w (Loss Aversion),est_w (Loss Aversion),true_a (Learning Rate),est_a (Learning Rate),true_c (Consistency),est_c (Consistency),err_A (Shape),abs_err_A (Shape),err_w (Loss Aversion),abs_err_w (Loss Aversion),err_a (Learning Rate),abs_err_a (Learning Rate),err_c (Consistency),abs_err_c (Consistency),global_error
0.5221623295950759,0.16899256702573998,3.2334321557213968,5.0,0.6358661316805047,0.9215614613260766,0.9437625327175941,5.0,-0.35316976256933597,0.35673713390842016,1.7665678442786032,0.3540216120798804,0.285695329645572,0.2885811410561333,4.056237467282406,0.8128732399363539,0.49915795689008013
0.4642927062085551,1.0,2.69417066117473,5.0,0.9973048642429095,1.0,1.6893252326210455,5.0,0.5357072937914449,0.5411184785772171,2.30582933882527,0.46209004786077557,0.002695135757090461,0.0027223593505964253,3.3106747673789547,0.6634618772302514,0.48644770889788835
0.7850103409387567,0.6516658770501189,2.4602517108002724,2.1519244763581673,0.16640772675822338,0.245728824181178,1.368795361328362,5.0,-0.13334446388863774,0.13469137766529066,-0.3083272344421051,0.06178902493829761,0.07932109742295462,0.0801223206292471,3.6312046386716377,0.7276963203750777,0.37347060519224373
0.72798554770918,0.9567543998720306,1.5350387040817786,3.9643679338153843,0.40387885443049615,0.14947206250563394,2.223188715181154,2.6599023088515783,0.2287688521628506,0.23107964864934402,2.4293292297336055,0.4868395249967145,-0.2544067919248622,0.2569765574998608,0.4367135936704245,0.08751775424257004,0.3017063288742354
0.18091180551555217,0.11303781383137952,4.823088572244106,5.0,0.6791231741569006,0.6584699268254824,0.529150130653898,0.7958926974898829,-0.06787399168417264,0.06855958755977035,0.1769114277558943,0.03545319193504896,-0.020653247331418156,0.020861865991331472,0.26674256683598485,0.053455424215628225,0.04808857893372989
0.1567591619851871,0.1436658573892388,2.012488461402284,1.6357154471654711,0.4453367887381551,0.6027372814534754,1.6568538098770351,1.6180372634163038,-0.013093304595948319,0.013225560197927595,-0.3767730142368131,0.07550561407551364,0.1574004927153203,0.15899039668214174,-0.038816546460731294,0.007778867026198656,0.08833808664560473
0.11734376888061519,0.13847145731384278,3.021671782394132,3.3388015122615964,0.5045551321128776,0.541201092597569,3.1573315146063927,2.657677122310056,0.021127688433227584,0.021341099427502612,0.31712972986746424,0.06355305207764814,0.036645960484691376,0.03701612170170846,-0.4996543922963368,0.10013114074074886,0.06302950016666434
0.034654572947468036,0.02073392655616284,4.396696014041246,4.749313580851177,0.4253487814730647,0.43900460160650934,2.663825256392577,2.7867141881137845,-0.013920646391305195,0.014061258981116358,0.35261756680993095,0.07066484304808235,0.01365582013344463,0.013793757710550131,0.1228889317212074,0.024627040425091663,0.03869107752124706
0.7907927137499389,1.0,0.012099694350979939,0.01,0.9523049949448902,0.11374776981138139,4.641435494722379,5.0,0.20920728625006113,0.21132049116167792,-0.0020996943509799387,0.0004207804310581039,-0.8385572251335088,0.8470275001348574,0.35856450527762096,0.07185661428409237,0.43797131357032465
0.36107407786678314,0.4923086003194857,3.888629879849805,3.4664084012795677,0.12177071547548969,0.0704890034433695,4.128609728884895,5.0,0.13123452245270256,0.13256012368959855,-0.4222214785702372,0.08461352275956656,-0.05128171203212019,0.05179970912335373,0.8713902711151054,0.17462730884070246,0.12032200701097398
